Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
4117,Flannel Shirt,,25-02-2023,1.4,Cash
4094,Sandals,179,21-11-2022,4.9,Cash
4031,Blouse,162,26-01-2023,4,Cash
3974,Tank Top,153,04-03-2023,2.6,Cash
4012,Leggings,,19-02-2023,1.5,Credit Card
4083,Slippers,158,08-09-2023,3.3,Credit Card
4062,Slippers,19,04-06-2023,1.9,Credit Card
4098,Raincoat,,17-04-2023,3.1,Credit Card
3988,Slippers,104,24-09-2023,3.5,Cash
4051,Flip-Flops,27,31-10-2022,1.5,Cash
3976,Vest,150,28-09-2023,2.9,Credit Card
3983,Jacket,,31-07-2023,4,Cash
4086,Dress,41,09-02-2023,3.3,Credit Card
4040,Jeans,80,16-07-2023,3.5,Credit Card
4061,Camisole,115,14-01-2023,,Credit Card
4072,Coat,188,22-09-2023,1.9,Cash
3999,Gloves,24,08-06-2023,3.3,Credit Card
4021,Skirt,,20-05-2023,3.9,Cash
4010,Wallet,171,26-02-2023,4,Credit Card
4086,Skirt,32,15-10-2022,4.3,Cash
3968,Kimono,186,06-12-2022,4.5,Credit Card
4075,Umbrella,190,31-07-2023,1.4,Cash
3963,Onesie,165,05-12-2022,3.9,Credit Card
3975,Leggings,76,03-07-2023,2.4,Credit Card
4120,Tunic,169,27-04-2023,1.2,Cash
4075,Gloves,43,26-02-2023,3.2,Credit Card
4054,Jumpsuit,137,07-09-2023,,Cash
4044,Camisole,171,24-08-2023,4.3,Credit Card
4059,Boots,56,02-02-2023,,Cash
4006,Skirt,69,13-01-2023,4.6,Credit Card
4058,Hat,59,16-10-2022,2.2,Credit Card
3966,Camisole,,18-12-2022,1.5,Cash
3959,Pajamas,,07-05-2023,,Credit Card
4021,Tunic,40,22-08-2023,1.1,Credit Card
3986,Tie,63,29-03-2023,2.2,Credit Card
3991,Jacket,116,17-10-2022,,Cash
4040,Sweater,95,23-07-2023,2.6,Cash
4075,Flip-Flops,173,28-08-2023,,Cash
4081,Sandals,173,28-07-2023,2.9,Cash
4075,Shorts,82,16-04-2023,4,Credit Card
3974,Dress,27,29-09-2023,1.5,Credit Card
3978,Poncho,139,05-01-2023,3.2,Cash
4097,Jacket,11,30-11-2022,3.5,Cash
4019,Bowtie,,14-07-2023,4.8,Credit Card
4069,Tunic,111,06-01-2023,4.5,Credit Card
3992,Swimsuit,167,02-05-2023,3.2,Cash
4077,Loafers,54,13-04-2023,,Cash
4028,Handbag,,21-05-2023,,Credit Card
3998,Jeans,182,25-05-2023,3.1,Credit Card
4000,Hat,131,04-12-2022,4.1,Credit Card
3961,Leggings,175,05-08-2023,3.5,Cash
4112,Skirt,,13-04-2023,3.5,Credit Card
3982,Tank Top,,02-05-2023,3.2,Cash
4002,Bowtie,147,01-05-2023,3.2,Cash
4032,Pajamas,128,12-05-2023,2,Cash
3988,Blouse,115,10-11-2022,2.6,Credit Card
4093,Handbag,24,02-10-2022,2.8,Credit Card
4057,Sunglasses,86,12-12-2022,2.5,Credit Card
4000,Sun Hat,183,11-03-2023,4.6,Cash
3976,Socks,147,21-04-2023,,Cash
3959,Socks,,02-02-2023,2,Credit Card
4026,Sandals,94,21-02-2023,3.6,Credit Card
3996,Kimono,100,30-12-2022,3.5,Credit Card
4069,Bowtie,,18-10-2022,3.7,Cash
4048,Umbrella,,09-12-2022,,Credit Card
4002,Cardigan,96,06-12-2022,2.9,Credit Card
4012,Gloves,170,09-12-2022,3.8,Credit Card
3965,Socks,52,15-09-2023,3.8,Cash
4093,Poncho,109,24-09-2023,1.3,Credit Card
4012,Coat,,22-01-2023,,Cash
4070,Belt,,16-02-2023,1.2,Cash
3969,Flannel Shirt,88,12-08-2023,3.2,Cash
4119,Socks,90,30-07-2023,4.2,Cash
4090,Hoodie,79,07-07-2023,2.3,Cash
4121,Slippers,137,22-10-2022,3.8,Cash
3983,Jeans,105,08-11-2022,3.1,Cash
4056,Handbag,87,16-01-2023,2.5,Credit Card
4035,Wallet,87,14-05-2023,,Cash
4070,Skirt,,06-05-2023,1.2,Cash
3970,Scarf,19,12-07-2023,3.6,Cash
4110,Dress,33,23-01-2023,1.5,Credit Card
3958,Blouse,16,05-05-2023,3.3,Cash
3969,T-shirt,138,08-06-2023,2.2,Credit Card
4053,Swimsuit,,03-04-2023,2.5,Credit Card
4008,Jumpsuit,133,14-08-2023,4.1,Cash
4020,Tie,144,10-10-2022,3.2,Credit Card
4052,Sunglasses,93,19-11-2022,3,Credit Card
4018,Polo Shirt,,01-06-2023,,Cash
4008,Jacket,142,21-05-2023,2,Credit Card
3980,Trousers,43,12-08-2023,,Credit Card
3961,Hat,19,07-11-2022,2.2,Cash
4064,Umbrella,192,18-03-2023,2.5,Cash
3964,Camisole,39,17-12-2022,2.4,Credit Card
3960,Camisole,,23-08-2023,3.3,Cash
4043,Backpack,185,06-03-2023,2.2,Credit Card
4006,Flannel Shirt,32,20-02-2023,1.9,Credit Card
3973,Kimono,21,26-04-2023,4.2,Cash
4013,Socks,,02-12-2022,,Credit Card
3981,Scarf,200,19-02-2023,4.4,Credit Card
3999,Sunglasses,157,01-03-2023,4.2,Credit Card
3999,Onesie,173,15-10-2022,4.1,Cash
3968,Trench Coat,92,13-08-2023,1.7,Credit Card
4063,Raincoat,83,25-12-2022,3.8,Cash
4088,Raincoat,91,18-01-2023,,Credit Card
3984,Flip-Flops,181,04-02-2023,2.3,Cash
4040,Sun Hat,,30-03-2023,1.9,Credit Card
4039,Blouse,,03-11-2022,,Credit Card
4100,Jacket,13,24-05-2023,3.7,Credit Card
4117,Bowtie,153,06-03-2023,1.7,Credit Card
4005,Belt,62,22-04-2023,2.2,Cash
4116,Handbag,150,04-04-2023,4.2,Cash
4010,Pajamas,46,12-05-2023,4.5,Credit Card
4095,Jacket,82,08-03-2023,2.9,Credit Card
4058,Sunglasses,53,12-12-2022,4.1,Credit Card
4066,Hoodie,,12-04-2023,2.6,Credit Card
3987,Blouse,96,28-10-2022,1.7,Cash
4016,Flannel Shirt,22,27-11-2022,1.4,Credit Card
4011,Blazer,,10-07-2023,4.9,Cash
3984,Skirt,182,16-04-2023,4.8,Credit Card
4048,Shorts,,05-02-2023,3.1,Credit Card
4039,Kimono,32,09-06-2023,1.2,Cash
4001,Gloves,55,06-12-2022,4.9,Credit Card
3960,Sweater,161,14-04-2023,,Credit Card
4059,Loafers,186,21-01-2023,3.1,Credit Card
4037,Polo Shirt,167,05-11-2022,3.8,Credit Card
3960,Trousers,95,19-07-2023,1.5,Cash
4056,Jeans,192,28-07-2023,1.7,Credit Card
4011,Gloves,146,02-04-2023,4.8,Cash
4074,Cardigan,,27-08-2023,4.1,Cash
4013,Sandals,129,15-04-2023,,Cash
3973,Pajamas,33,11-08-2023,2.8,Cash
4028,Romper,188,22-08-2023,2.6,Cash
4116,Raincoat,126,22-03-2023,1.7,Cash
4051,Jacket,174,02-04-2023,1.3,Credit Card
3968,Coat,129,27-07-2023,4.7,Credit Card
3974,Cardigan,67,21-12-2022,,Cash
4012,Jacket,,25-08-2023,1.9,Credit Card
4062,Polo Shirt,76,03-01-2023,2.9,Cash
4034,Sunglasses,110,07-06-2023,2.4,Credit Card
4110,Boots,,17-09-2023,2.5,Credit Card
4084,Flannel Shirt,94,14-05-2023,1.2,Credit Card
3983,Flip-Flops,93,12-04-2023,4.9,Cash
4094,Trench Coat,17,13-02-2023,2.5,Credit Card
4102,Blazer,,18-11-2022,3.1,Credit Card
4000,Vest,,03-03-2023,1.5,Cash
4021,Flip-Flops,53,09-08-2023,4,Cash
3981,Sweater,99,25-10-2022,4.5,Cash
4110,Polo Shirt,42,15-10-2022,4,Cash
4040,Tank Top,113,20-01-2023,1.2,Credit Card
4118,Shorts,37,09-07-2023,2.7,Cash
4056,Slippers,176,16-03-2023,2.5,Cash
3991,Onesie,,03-10-2022,2.4,Credit Card
4042,Sandals,128,01-01-2023,1.8,Cash
4001,Backpack,115,22-03-2023,1.4,Cash
